order_id,payment_method,payment_status
ORD006100,UPI,Paid
ORD006101,Wallet,Refunded
ORD006102,Net Banking,Paid
ORD006103,UPI,Paid
ORD006104,Wallet,Paid
ORD006105,UPI,Failed
ORD006106,Credit Card,Paid
ORD006107,Debit Card,Paid
ORD006108,UPI,Paid
ORD006109,UPI,Paid
ORD006110,UPI,Paid
ORD006111,Credit Card,Paid
ORD006112,UPI,Paid
ORD006113,Debit Card,Paid
ORD006114,UPI,Paid
ORD006115,UPI,Refunded
ORD006116,UPI,Refunded
ORD006117,UPI,Paid
ORD006118,Credit Card,Failed
ORD006119,Cash on Delivery,Paid
ORD006120,UPI,Paid
ORD006121,Cash on Delivery,Paid
ORD006122,Credit Card,Paid
ORD006123,UPI,Refunded
ORD006124,Net Banking,Refunded
ORD006125,Credit Card,Paid
ORD006126,Cash on Delivery,Paid
ORD006127,Wallet,Paid
ORD006128,Credit Card,Paid
ORD006129,UPI,Paid
ORD006130,UPI,Paid
ORD006131,UPI,Paid
ORD006132,UPI,Paid
ORD006133,Cash on Delivery,Failed
ORD006134,UPI,Paid
ORD006135,UPI,Paid
ORD006136,UPI,Paid
ORD006137,Net Banking,Refunded
ORD006138,Net Banking,Paid
ORD006139,Debit Card,Refunded
ORD006140,Debit Card,Paid
ORD006141,Net Banking,Paid
ORD006142,Credit Card,Paid
ORD006143,Credit Card,Paid
ORD006144,Debit Card,Paid
ORD006145,UPI,Paid
ORD006146,Debit Card,Paid
ORD006147,Cash on Delivery,Paid
ORD006148,Debit Card,Paid
ORD006149,Debit Card,Paid
ORD006150,UPI,Paid
ORD006151,Debit Card,Paid
ORD006152,Credit Card,Failed
ORD006153,UPI,Paid
ORD006154,Debit Card,Refunded
ORD006155,Wallet,Refunded
ORD006156,UPI,Paid
ORD006157,Net Banking,Paid
ORD006158,Debit Card,Paid
ORD006159,Wallet,Paid
ORD006160,UPI,Paid
ORD006161,Credit Card,Paid
ORD006162,Cash on Delivery,Refunded
ORD006163,Debit Card,Paid
ORD006164,Wallet,Paid
ORD006165,Cash on Delivery,Paid
ORD006166,Debit Card,Paid
ORD006167,UPI,Paid
ORD006168,UPI,Refunded
ORD006169,Credit Card,Paid
ORD006170,UPI,Paid
ORD006171,Cash on Delivery,Paid
ORD006172,Cash on Delivery,Paid
ORD006173,Debit Card,Refunded
ORD006174,Credit Card,Paid
ORD006175,Cash on Delivery,Paid
ORD006176,UPI,Paid
ORD006177,UPI,Paid
ORD006178,Cash on Delivery,Refunded
ORD006179,UPI,Paid
ORD006180,Cash on Delivery,Paid
ORD006181,Cash on Delivery,Paid
ORD006182,Credit Card,Paid
ORD006183,UPI,Paid
ORD006184,Credit Card,Paid
ORD006185,Credit Card,Paid
ORD006186,UPI,Refunded
ORD006187,Cash on Delivery,Failed
ORD006188,UPI,Paid
ORD006189,Net Banking,Paid
ORD006190,Debit Card,Paid
ORD006191,Cash on Delivery,Paid
ORD006192,UPI,Refunded
ORD006193,UPI,Paid
ORD006194,Cash on Delivery,Paid
ORD006195,UPI,Paid
ORD006196,Debit Card,Paid
ORD006197,Debit Card,Failed
ORD006198,Credit Card,Paid
ORD006199,Wallet,Paid
ORD006200,UPI,Paid
ORD006201,Cash on Delivery,Paid
ORD006202,UPI,Refunded
ORD006203,Credit Card,Failed
ORD006204,UPI,Paid
ORD006205,Credit Card,Paid
ORD006206,UPI,Paid
ORD006207,UPI,Failed
ORD006208,UPI,Paid
ORD006209,UPI,Paid
ORD006210,UPI,Failed
ORD006211,Cash on Delivery,Refunded
ORD006212,UPI,Paid
ORD006213,Net Banking,Paid
ORD006214,Wallet,Paid
ORD006215,Debit Card,Paid
ORD006216,UPI,Refunded
ORD006217,Credit Card,Paid
ORD006218,Cash on Delivery,Refunded
ORD006219,UPI,Paid
ORD006220,Net Banking,Paid
ORD006221,Credit Card,Paid
ORD006222,Cash on Delivery,Paid
ORD006223,Net Banking,Refunded
ORD006224,Cash on Delivery,Paid
ORD006225,UPI,Refunded
ORD006226,UPI,Paid
ORD006227,Credit Card,Paid
ORD006228,Credit Card,Paid
ORD006229,UPI,Refunded
ORD006230,Net Banking,Paid
ORD006231,Credit Card,Paid
ORD006232,Debit Card,Paid
ORD006233,Cash on Delivery,Paid
ORD006234,Net Banking,Paid
ORD006235,Net Banking,Paid
ORD006236,Credit Card,Paid
ORD006237,Cash on Delivery,Paid
ORD006238,UPI,Paid
ORD006239,Credit Card,Paid
ORD006240,UPI,Paid
ORD006241,UPI,Paid
ORD006242,Cash on Delivery,Paid
ORD006243,Wallet,Paid
ORD006244,Debit Card,Refunded
ORD006245,Wallet,Paid
ORD006246,Credit Card,Paid
ORD006247,Wallet,Paid
ORD006248,Wallet,Paid
ORD006249,Credit Card,Failed
ORD006250,UPI,Paid
ORD006251,Credit Card,Paid
ORD006252,Wallet,Paid
ORD006253,UPI,Paid
ORD006254,UPI,Refunded
ORD006255,UPI,Paid
ORD006256,UPI,Paid
ORD006257,Credit Card,Paid
ORD006258,Credit Card,Paid
ORD006259,Credit Card,Refunded
ORD006260,Debit Card,Failed
ORD006261,UPI,Paid
ORD006262,UPI,Paid
ORD006263,UPI,Refunded
ORD006264,Credit Card,Paid
ORD006265,Credit Card,Paid
ORD006266,Cash on Delivery,Paid
ORD006267,UPI,Refunded
ORD006268,Debit Card,Paid
ORD006269,UPI,Paid
ORD006270,UPI,Refunded
ORD006271,UPI,Paid
ORD006272,UPI,Failed
ORD006273,UPI,Failed
ORD006274,Credit Card,Refunded
ORD006275,Cash on Delivery,Paid
ORD006276,Credit Card,Paid
ORD006277,Debit Card,Paid
ORD006278,Cash on Delivery,Paid
ORD006279,Cash on Delivery,Paid
ORD006280,Debit Card,Paid
ORD006281,UPI,Paid
ORD006282,Cash on Delivery,Paid
ORD006283,UPI,Paid
ORD006284,Debit Card,Paid
ORD006285,Credit Card,Paid
ORD006286,Credit Card,Paid
ORD006287,Debit Card,Failed
ORD006288,UPI,Failed
ORD006289,Wallet,Paid
ORD006290,Cash on Delivery,Failed
ORD006291,UPI,Paid
ORD006292,Credit Card,Refunded
ORD006293,UPI,Paid
ORD006294,UPI,Paid
ORD006295,Cash on Delivery,Refunded
ORD006296,Net Banking,Paid
ORD006297,Cash on Delivery,Refunded
ORD006298,Wallet,Failed
ORD006299,Net Banking,Paid
ORD006300,Net Banking,Paid
ORD006301,Credit Card,Paid
ORD006302,UPI,Paid
ORD006303,UPI,Paid
ORD006304,Cash on Delivery,Paid
ORD006305,UPI,Paid
ORD006306,UPI,Paid
ORD006307,UPI,Paid
ORD006308,Net Banking,Paid
ORD006309,Cash on Delivery,Paid
ORD006310,UPI,Paid
ORD006311,Cash on Delivery,Paid
ORD006312,Cash on Delivery,Paid
ORD006313,Debit Card,Paid
ORD006314,UPI,Paid
ORD006315,Wallet,Refunded
ORD006316,UPI,Paid
ORD006317,Credit Card,Paid
ORD006318,Debit Card,Paid
ORD006319,Cash on Delivery,Paid
ORD006320,UPI,Paid
ORD006321,Net Banking,Failed
ORD006322,Wallet,Paid
ORD006323,Wallet,Paid
ORD006324,Debit Card,Paid
ORD006325,Debit Card,Paid
ORD006326,Cash on Delivery,Paid
ORD006327,UPI,Paid
ORD006328,UPI,Paid
ORD006329,UPI,Paid
ORD006330,UPI,Paid
ORD006331,UPI,Paid
ORD006332,Credit Card,Refunded
ORD006333,UPI,Paid
ORD006334,UPI,Paid
ORD006335,Cash on Delivery,Paid
ORD006336,Wallet,Failed
ORD006337,UPI,Paid
ORD006338,Debit Card,Paid
ORD006339,Cash on Delivery,Paid
ORD006340,Credit Card,Paid
ORD006341,Debit Card,Paid
ORD006342,Cash on Delivery,Paid
ORD006343,Debit Card,Paid
ORD006344,Wallet,Paid
ORD006345,UPI,Paid
ORD006346,UPI,Paid
ORD006347,UPI,Paid
ORD006348,UPI,Paid
ORD006349,Cash on Delivery,Paid
ORD006350,UPI,Paid
ORD006351,Wallet,Paid
ORD006352,UPI,Paid
ORD006353,UPI,Refunded
ORD006354,UPI,Paid
ORD006355,UPI,Paid
ORD006356,Debit Card,Paid
ORD006357,UPI,Failed
ORD006358,UPI,Paid
ORD006359,UPI,Paid
ORD006360,Cash on Delivery,Paid
ORD006361,Debit Card,Paid
ORD006362,Wallet,Paid
ORD006363,Cash on Delivery,Paid
ORD006364,Debit Card,Paid
ORD006365,Cash on Delivery,Paid
ORD006366,Credit Card,Paid
ORD006367,UPI,Paid
ORD006368,Credit Card,Paid
ORD006369,UPI,Paid
ORD006370,Net Banking,Paid
ORD006371,UPI,Paid
ORD006372,Credit Card,Paid
ORD006373,Credit Card,Refunded
ORD006374,Wallet,Paid
ORD006375,UPI,Failed
ORD006376,Debit Card,Paid
ORD006377,Cash on Delivery,Paid
ORD006378,UPI,Paid
ORD006379,Wallet,Paid
ORD006380,UPI,Paid
ORD006381,Debit Card,Paid
ORD006382,Credit Card,Paid
ORD006383,Credit Card,Paid
ORD006384,Credit Card,Paid
ORD006385,UPI,Paid
ORD006386,UPI,Paid
ORD006387,UPI,Paid
ORD006388,Cash on Delivery,Paid
ORD006389,Wallet,Paid
ORD006390,UPI,Paid
ORD006391,Credit Card,Refunded
ORD006392,Debit Card,Failed
ORD006393,UPI,Paid
ORD006394,Net Banking,Failed
ORD006395,Debit Card,Paid
ORD006396,Credit Card,Paid
ORD006397,Cash on Delivery,Paid
ORD006398,Credit Card,Paid
ORD006399,Cash on Delivery,Paid
ORD006400,Credit Card,Failed
ORD006401,Debit Card,Paid
ORD006402,Credit Card,Paid
ORD006403,Wallet,Paid
ORD006404,UPI,Paid
ORD006405,Debit Card,Paid
ORD006406,UPI,Paid
ORD006407,Cash on Delivery,Paid
ORD006408,UPI,Paid
ORD006409,Net Banking,Paid
ORD006410,Cash on Delivery,Refunded
ORD006411,UPI,Paid
ORD006412,UPI,Paid
ORD006413,Cash on Delivery,Paid
ORD006414,Net Banking,Paid
ORD006415,Cash on Delivery,Paid
ORD006416,Wallet,Paid
ORD006417,Cash on Delivery,Paid
ORD006418,UPI,Paid
ORD006419,UPI,Paid
ORD006420,Debit Card,Paid
ORD006421,Debit Card,Failed
ORD006422,Credit Card,Paid
ORD006423,UPI,Refunded
ORD006424,Debit Card,Paid
ORD006425,UPI,Paid
ORD006426,Debit Card,Failed
ORD006427,Credit Card,Paid
ORD006428,Net Banking,Refunded
ORD006429,UPI,Paid
ORD006430,Cash on Delivery,Paid
ORD006431,UPI,Failed
ORD006432,UPI,Refunded
ORD006433,Net Banking,Paid
ORD006434,UPI,Refunded
ORD006435,Net Banking,Refunded
ORD006436,Net Banking,Paid
ORD006437,Cash on Delivery,Paid
ORD006438,UPI,Paid
ORD006439,UPI,Paid
ORD006440,Credit Card,Paid
ORD006441,UPI,Paid
ORD006442,UPI,Refunded
ORD006443,Wallet,Paid
ORD006444,UPI,Paid
ORD006445,Debit Card,Paid
ORD006446,Debit Card,Paid
ORD006447,Net Banking,Failed
ORD006448,UPI,Paid
ORD006449,UPI,Paid
ORD006450,UPI,Paid
ORD006451,Cash on Delivery,Paid
ORD006452,Cash on Delivery,Paid
ORD006453,Cash on Delivery,Failed
ORD006454,Credit Card,Paid
ORD006455,Debit Card,Paid
ORD006456,UPI,Refunded
ORD006457,Cash on Delivery,Paid
ORD006458,Wallet,Paid
ORD006459,Cash on Delivery,Refunded
ORD006460,Net Banking,Failed
ORD006461,UPI,Paid
ORD006462,UPI,Paid
ORD006463,UPI,Paid
ORD006464,UPI,Paid
ORD006465,UPI,Paid
ORD006466,Credit Card,Paid
ORD006467,UPI,Paid
ORD006468,Net Banking,Paid
ORD006469,Credit Card,Refunded
ORD006470,Debit Card,Paid
ORD006471,Credit Card,Paid
ORD006472,Net Banking,Paid
ORD006473,UPI,Paid
ORD006474,Debit Card,Failed
ORD006475,Cash on Delivery,Paid
ORD006476,Debit Card,Paid
ORD006477,UPI,Paid
ORD006478,UPI,Refunded
ORD006479,Credit Card,Paid
ORD006480,Debit Card,Paid
ORD006481,Cash on Delivery,Paid
ORD006482,Net Banking,Refunded
ORD006483,Credit Card,Paid
ORD006484,UPI,Paid
ORD006485,Net Banking,Paid
ORD006486,Net Banking,Paid
ORD006487,Debit Card,Refunded
ORD006488,Credit Card,Refunded
ORD006489,Credit Card,Paid
ORD006490,Cash on Delivery,Paid
ORD006491,UPI,Paid
ORD006492,Cash on Delivery,Paid
ORD006493,UPI,Failed
ORD006494,Credit Card,Refunded
ORD006495,Cash on Delivery,Paid
ORD006496,Net Banking,Paid
ORD006497,Cash on Delivery,Paid
ORD006498,Debit Card,Paid
ORD006499,Wallet,Failed
ORD006500,Cash on Delivery,Paid
ORD006501,Debit Card,Paid
ORD006502,Cash on Delivery,Refunded
ORD006503,UPI,Failed
ORD006504,Credit Card,Paid
ORD006505,Debit Card,Paid
ORD006506,Cash on Delivery,Paid
ORD006507,UPI,Paid
ORD006508,Wallet,Refunded
ORD006509,UPI,Failed
ORD006510,UPI,Paid
ORD006511,Credit Card,Refunded
ORD006512,UPI,Paid
ORD006513,Wallet,Paid
ORD006514,UPI,Paid
ORD006515,UPI,Paid
ORD006516,Cash on Delivery,Paid
ORD006517,Cash on Delivery,Paid
ORD006518,Credit Card,Paid
ORD006519,Debit Card,Paid
ORD006520,UPI,Paid
ORD006521,Net Banking,Paid
ORD006522,Debit Card,Paid
ORD006523,UPI,Paid
ORD006524,UPI,Paid
ORD006525,Cash on Delivery,Paid
ORD006526,UPI,Refunded
ORD006527,UPI,Paid
ORD006528,UPI,Paid
ORD006529,Credit Card,Paid
ORD006530,Cash on Delivery,Paid
ORD006531,UPI,Paid
ORD006532,UPI,Paid
ORD006533,Cash on Delivery,Paid
ORD006534,UPI,Paid
ORD006535,UPI,Paid
ORD006536,Wallet,Paid
ORD006537,Credit Card,Failed
ORD006538,UPI,Paid
ORD006539,Cash on Delivery,Paid
ORD006540,UPI,Paid
ORD006541,UPI,Paid
ORD006542,Net Banking,Refunded
ORD006543,Credit Card,Paid
ORD006544,Wallet,Paid
ORD006545,UPI,Paid
ORD006546,Cash on Delivery,Paid
ORD006547,Credit Card,Paid
ORD006548,UPI,Paid
ORD006549,UPI,Paid
ORD006550,UPI,Paid
ORD006551,Cash on Delivery,Paid
ORD006552,Credit Card,Paid
ORD006553,Wallet,Paid
ORD006554,UPI,Paid
ORD006555,Net Banking,Paid
ORD006556,Cash on Delivery,Paid
ORD006557,UPI,Paid
ORD006558,Net Banking,Failed
ORD006559,Debit Card,Paid
ORD006560,UPI,Refunded
ORD006561,Debit Card,Paid
ORD006562,Credit Card,Refunded
ORD006563,Wallet,Paid
ORD006564,Net Banking,Paid
ORD006565,Debit Card,Failed
ORD006566,Cash on Delivery,Paid
ORD006567,Wallet,Refunded
ORD006568,Debit Card,Paid
ORD006569,Cash on Delivery,Paid
ORD006570,UPI,Paid
ORD006571,Credit Card,Paid
ORD006572,UPI,Paid
ORD006573,Credit Card,Refunded
ORD006574,Cash on Delivery,Paid
ORD006575,Net Banking,Paid
ORD006576,Net Banking,Paid
ORD006577,UPI,Paid
ORD006578,UPI,Paid
ORD006579,Wallet,Paid
ORD006580,Debit Card,Paid
ORD006581,Cash on Delivery,Paid
ORD006582,UPI,Paid
ORD006583,UPI,Refunded
ORD006584,Cash on Delivery,Paid
ORD006585,Debit Card,Paid
ORD006586,Credit Card,Paid
ORD006587,Debit Card,Paid
ORD006588,UPI,Paid
ORD006589,Cash on Delivery,Paid
ORD006590,Cash on Delivery,Paid
ORD006591,UPI,Paid
ORD006592,UPI,Paid
ORD006593,Credit Card,Paid
ORD006594,UPI,Paid
ORD006595,Credit Card,Paid
ORD006596,UPI,Failed
ORD006597,UPI,Refunded
ORD006598,UPI,Paid
ORD006599,Net Banking,Paid
ORD006600,Net Banking,Paid
ORD006601,Cash on Delivery,Paid
ORD006602,Credit Card,Refunded
ORD006603,Debit Card,Paid
ORD006604,Credit Card,Paid
ORD006605,Debit Card,Paid
ORD006606,Cash on Delivery,Paid
ORD006607,Debit Card,Paid
ORD006608,Wallet,Paid
ORD006609,Net Banking,Paid
ORD006610,Credit Card,Paid
ORD006611,UPI,Paid
ORD006612,UPI,Failed
ORD006613,UPI,Paid
ORD006614,UPI,Paid
ORD006615,Net Banking,Paid
ORD006616,Credit Card,Paid
ORD006617,Debit Card,Paid
ORD006618,Debit Card,Paid
ORD006619,Cash on Delivery,Paid
ORD006620,Cash on Delivery,Paid
ORD006621,Credit Card,Paid
ORD006622,Debit Card,Failed
ORD006623,UPI,Paid
ORD006624,UPI,Paid
ORD006625,Cash on Delivery,Paid
ORD006626,UPI,Paid
ORD006627,Credit Card,Paid
ORD006628,Credit Card,Paid
ORD006629,UPI,Paid
ORD006630,Cash on Delivery,Paid
ORD006631,Cash on Delivery,Failed
ORD006632,Credit Card,Refunded
ORD006633,Wallet,Paid
ORD006634,UPI,Paid
ORD006635,UPI,Paid
ORD006636,Credit Card,Refunded
ORD006637,UPI,Paid
ORD006638,Cash on Delivery,Refunded
ORD006639,UPI,Paid
ORD006640,Debit Card,Paid
ORD006641,UPI,Paid
ORD006642,Cash on Delivery,Paid
ORD006643,Cash on Delivery,Paid
ORD006644,Debit Card,Paid
ORD006645,UPI,Refunded
ORD006646,Wallet,Paid
ORD006647,UPI,Paid
ORD006648,UPI,Paid
ORD006649,UPI,Paid
ORD006650,UPI,Paid
ORD006651,UPI,Paid
ORD006652,Net Banking,Paid
ORD006653,Debit Card,Paid
ORD006654,UPI,Paid
ORD006655,UPI,Paid
ORD006656,Credit Card,Paid
ORD006657,UPI,Paid
ORD006658,UPI,Paid
ORD006659,Credit Card,Paid
ORD006660,Credit Card,Paid
ORD006661,UPI,Paid
ORD006662,Net Banking,Paid
ORD006663,Wallet,Paid
ORD006664,UPI,Paid
ORD006665,UPI,Paid
ORD006666,Cash on Delivery,Paid
ORD006667,UPI,Refunded
ORD006668,UPI,Paid
ORD006669,UPI,Paid
ORD006670,Cash on Delivery,Paid
ORD006671,Cash on Delivery,Refunded
ORD006672,Credit Card,Paid
ORD006673,Credit Card,Paid
ORD006674,Debit Card,Paid
ORD006675,Cash on Delivery,Paid
ORD006676,Net Banking,Paid
ORD006677,Cash on Delivery,Paid
ORD006678,UPI,Paid
ORD006679,Credit Card,Paid
ORD006680,UPI,Paid
ORD006681,Credit Card,Paid
ORD006682,UPI,Paid
ORD006683,UPI,Paid
ORD006684,Wallet,Failed
ORD006685,Credit Card,Paid
ORD006686,Debit Card,Paid
ORD006687,Wallet,Paid
ORD006688,UPI,Paid
ORD006689,Credit Card,Paid
ORD006690,UPI,Paid
ORD006691,UPI,Paid
ORD006692,Debit Card,Paid
ORD006693,Debit Card,Paid
ORD006694,Debit Card,Paid
ORD006695,Net Banking,Paid
ORD006696,Net Banking,Refunded
ORD006697,Cash on Delivery,Paid
ORD006698,Cash on Delivery,Paid
ORD006699,Credit Card,Paid
ORD006700,Credit Card,Paid
ORD006701,UPI,Paid
ORD006702,UPI,Refunded
ORD006703,UPI,Paid
ORD006704,UPI,Failed
ORD006705,Net Banking,Paid
ORD006706,UPI,Paid
ORD006707,Credit Card,Paid
ORD006708,UPI,Paid
ORD006709,Net Banking,Refunded
ORD006710,Cash on Delivery,Paid
ORD006711,UPI,Paid
ORD006712,Wallet,Paid
ORD006713,Cash on Delivery,Paid
ORD006714,UPI,Paid
ORD006715,UPI,Paid
ORD006716,Net Banking,Refunded
ORD006717,Net Banking,Paid
ORD006718,UPI,Paid
ORD006719,Cash on Delivery,Paid
ORD006720,Cash on Delivery,Paid
ORD006721,Cash on Delivery,Paid
ORD006722,Cash on Delivery,Paid
ORD006723,UPI,Paid
ORD006724,Credit Card,Paid
ORD006725,Credit Card,Paid
ORD006726,UPI,Paid
ORD006727,UPI,Paid
ORD006728,Cash on Delivery,Paid
ORD006729,Cash on Delivery,Paid
ORD006730,Credit Card,Paid
ORD006731,Debit Card,Paid
ORD006732,Debit Card,Paid
ORD006733,Debit Card,Paid
ORD006734,UPI,Paid
ORD006735,Credit Card,Paid
ORD006736,Credit Card,Refunded
ORD006737,UPI,Paid
ORD006738,Credit Card,Paid
ORD006739,Credit Card,Paid
ORD006740,UPI,Paid
ORD006741,Cash on Delivery,Paid
ORD006742,Debit Card,Failed
ORD006743,Net Banking,Paid
ORD006744,Cash on Delivery,Paid
ORD006745,Credit Card,Paid
ORD006746,Net Banking,Paid
ORD006747,UPI,Paid
ORD006748,Cash on Delivery,Refunded
ORD006749,UPI,Paid
ORD006750,Debit Card,Paid
ORD006751,Debit Card,Paid
ORD006752,UPI,Paid
ORD006753,Cash on Delivery,Failed
ORD006754,Credit Card,Paid
ORD006755,Credit Card,Paid
ORD006756,Net Banking,Refunded
ORD006757,UPI,Refunded
ORD006758,Wallet,Paid
ORD006759,UPI,Refunded
ORD006760,UPI,Refunded
ORD006761,UPI,Refunded
ORD006762,Cash on Delivery,Paid
ORD006763,UPI,Refunded
ORD006764,Net Banking,Refunded
ORD006765,Wallet,Paid
ORD006766,Cash on Delivery,Paid
ORD006767,UPI,Paid
ORD006768,Debit Card,Paid
ORD006769,UPI,Paid
ORD006770,Credit Card,Paid
ORD006771,Cash on Delivery,Paid
ORD006772,Credit Card,Refunded
ORD006773,Credit Card,Paid
ORD006774,Credit Card,Paid
ORD006775,Net Banking,Paid
ORD006776,UPI,Paid
ORD006777,UPI,Paid
ORD006778,UPI,Paid
ORD006779,UPI,Paid
ORD006780,Cash on Delivery,Refunded
ORD006781,Credit Card,Refunded
ORD006782,Net Banking,Paid
ORD006783,Credit Card,Paid
ORD006784,Cash on Delivery,Paid
ORD006785,UPI,Refunded
ORD006786,UPI,Paid
ORD006787,UPI,Paid
ORD006788,Cash on Delivery,Paid
ORD006789,Wallet,Paid
ORD006790,Credit Card,Paid
ORD006791,UPI,Paid
ORD006792,UPI,Refunded
ORD006793,Cash on Delivery,Paid
ORD006794,UPI,Paid
ORD006795,UPI,Paid
ORD006796,UPI,Paid
ORD006797,UPI,Paid
ORD006798,UPI,Paid
ORD006799,UPI,Paid
ORD006800,UPI,Paid
ORD006801,UPI,Paid
ORD006802,Debit Card,Paid
ORD006803,Credit Card,Paid
ORD006804,Debit Card,Paid
ORD006805,UPI,Paid
ORD006806,UPI,Paid
ORD006807,UPI,Paid
ORD006808,Cash on Delivery,Refunded
ORD006809,Cash on Delivery,Paid
ORD006810,Net Banking,Paid
ORD006811,Net Banking,Paid
ORD006812,Cash on Delivery,Paid
ORD006813,UPI,Paid
ORD006814,Wallet,Paid
ORD006815,Wallet,Paid
ORD006816,UPI,Paid
ORD006817,Debit Card,Paid
ORD006818,UPI,Paid
ORD006819,Cash on Delivery,Paid
ORD006820,Credit Card,Paid
ORD006821,UPI,Paid
ORD006822,Cash on Delivery,Paid
ORD006823,Credit Card,Paid
ORD006824,Cash on Delivery,Paid
ORD006825,Credit Card,Paid
ORD006826,UPI,Paid
ORD006827,UPI,Paid
ORD006828,UPI,Paid
ORD006829,Credit Card,Paid
ORD006830,UPI,Paid
ORD006831,UPI,Refunded
ORD006832,Cash on Delivery,Paid
ORD006833,Net Banking,Refunded
ORD006834,Net Banking,Paid
ORD006835,UPI,Paid
ORD006836,UPI,Paid
ORD006837,Cash on Delivery,Refunded
ORD006838,Net Banking,Paid
ORD006839,Debit Card,Refunded
ORD006840,Debit Card,Paid
ORD006841,Credit Card,Paid
ORD006842,Credit Card,Failed
ORD006843,Net Banking,Paid
ORD006844,Debit Card,Paid
ORD006845,UPI,Paid
ORD006846,UPI,Paid
ORD006847,UPI,Failed
ORD006848,UPI,Refunded
ORD006849,Debit Card,Paid
ORD006850,UPI,Paid
ORD006851,UPI,Failed
ORD006852,Net Banking,Refunded
ORD006853,Wallet,Paid
ORD006854,Debit Card,Paid
ORD006855,UPI,Paid
ORD006856,Wallet,Paid
ORD006857,UPI,Paid
ORD006858,Cash on Delivery,Paid
ORD006859,UPI,Paid
ORD006860,UPI,Paid
ORD006861,UPI,Failed
ORD006862,UPI,Paid
ORD006863,Wallet,Paid
ORD006864,Debit Card,Paid
ORD006865,UPI,Paid
ORD006866,Credit Card,Paid
ORD006867,Credit Card,Paid
ORD006868,Debit Card,Paid
ORD006869,Cash on Delivery,Paid
ORD006870,Debit Card,Paid
ORD006871,Debit Card,Paid
ORD006872,UPI,Paid
ORD006873,Credit Card,Paid
ORD006874,UPI,Paid
ORD006875,Debit Card,Paid
ORD006876,UPI,Paid
ORD006877,UPI,Refunded
ORD006878,UPI,Paid
ORD006879,UPI,Refunded
ORD006880,UPI,Failed
ORD006881,UPI,Paid
ORD006882,Net Banking,Paid
ORD006883,Debit Card,Paid
ORD006884,UPI,Paid
ORD006885,UPI,Failed
ORD006886,Debit Card,Paid
ORD006887,Debit Card,Paid
ORD006888,UPI,Paid
ORD006889,Cash on Delivery,Paid
ORD006890,UPI,Refunded
ORD006891,Cash on Delivery,Paid
ORD006892,UPI,Paid
ORD006893,UPI,Paid
ORD006894,Credit Card,Failed
ORD006895,UPI,Paid
ORD006896,Cash on Delivery,Paid
ORD006897,UPI,Paid
ORD006898,Cash on Delivery,Paid
ORD006899,UPI,Paid
ORD006900,Net Banking,Paid
ORD006901,Debit Card,Paid
ORD006902,Wallet,Paid
ORD006903,UPI,Paid
ORD006904,UPI,Paid
ORD006905,UPI,Paid
ORD006906,Wallet,Paid
ORD006907,Debit Card,Paid
ORD006908,Net Banking,Failed
ORD006909,Cash on Delivery,Refunded
ORD006910,Debit Card,Failed
ORD006911,Credit Card,Paid
ORD006912,Debit Card,Paid
ORD006913,Debit Card,Paid
ORD006914,Wallet,Refunded
ORD006915,Credit Card,Paid
ORD006916,Credit Card,Paid
ORD006917,Debit Card,Paid
ORD006918,UPI,Failed
ORD006919,Cash on Delivery,Paid
ORD006920,UPI,Refunded
ORD006921,Debit Card,Paid
ORD006922,Credit Card,Paid
ORD006923,Credit Card,Refunded
ORD006924,Wallet,Paid
ORD006925,UPI,Refunded
ORD006926,Wallet,Paid
ORD006927,Debit Card,Paid
ORD006928,UPI,Paid
ORD006929,Debit Card,Paid
ORD006930,Cash on Delivery,Paid
ORD006931,UPI,Paid
ORD006932,Cash on Delivery,Paid
ORD006933,Debit Card,Refunded
ORD006934,Cash on Delivery,Paid
ORD006935,Net Banking,Paid
ORD006936,UPI,Paid
ORD006937,Debit Card,Paid
ORD006938,Credit Card,Paid
ORD006939,Debit Card,Paid
ORD006940,UPI,Paid
ORD006941,Debit Card,Paid
ORD006942,UPI,Paid
ORD006943,Credit Card,Paid
ORD006944,Credit Card,Refunded
ORD006945,UPI,Paid
ORD006946,Credit Card,Paid
ORD006947,Credit Card,Paid
ORD006948,UPI,Paid
ORD006949,Credit Card,Paid
ORD006950,UPI,Paid
ORD006951,Net Banking,Paid
ORD006952,UPI,Refunded
ORD006953,Cash on Delivery,Paid
ORD006954,UPI,Paid
ORD006955,Debit Card,Paid
ORD006956,Cash on Delivery,Paid
ORD006957,UPI,Paid
ORD006958,Cash on Delivery,Paid
ORD006959,Credit Card,Paid
ORD006960,Credit Card,Paid
ORD006961,Credit Card,Refunded
ORD006962,Debit Card,Paid
ORD006963,Debit Card,Paid
ORD006964,UPI,Paid
ORD006965,Debit Card,Paid
ORD006966,UPI,Refunded
ORD006967,Credit Card,Paid
ORD006968,Cash on Delivery,Paid
ORD006969,UPI,Paid
ORD006970,Net Banking,Paid
ORD006971,Credit Card,Paid
ORD006972,Credit Card,Paid
ORD006973,Net Banking,Paid
ORD006974,UPI,Paid
ORD006975,Net Banking,Paid
ORD006976,Credit Card,Paid
ORD006977,Credit Card,Paid
ORD006978,Cash on Delivery,Paid
ORD006979,Net Banking,Paid
ORD006980,Cash on Delivery,Paid
ORD006981,Credit Card,Paid
ORD006982,UPI,Paid
ORD006983,Credit Card,Paid
ORD006984,UPI,Failed
