order_id,customer_id,order_date,order_status,shipping_city
ORD012695,CUST04055,2025-09-13,Delivered,Lucknow
ORD012696,CUST03657,2025-01-04,Delivered,Bengaluru
ORD012697,CUST02958,2024-03-07,Delivered,Patna
ORD012698,CUST10213,2024-08-02,Delivered,Mumbai
ORD012699,CUST06229,2025-01-25,Delivered,Mumbai
ORD012700,CUST04029,2025-04-05,Delivered,Nashik
ORD012701,CUST04528,2025-09-24,Delivered,Lucknow
ORD012702,CUST03173,2025-09-11,Delivered,Coimbatore
ORD012703,CUST05969,2024-12-11,Returned,Bhopal
ORD012704,CUST03948,2025-05-07,Delivered,Ahmedabad
ORD012705,CUST06058,2025-08-09,Returned,Ahmedabad
ORD012706,CUST07125,2024-03-03,Delivered,Delhi
ORD012707,CUST05915,2025-04-15,Delivered,Bengaluru
ORD012708,CUST04599,2025-10-17,Delivered,Mumbai
ORD012709,CUST06490,2025-12-19,Shipped,Patna
ORD012710,CUST08601,2025-07-03,Delivered,Kolkata
ORD012711,CUST08924,2025-01-13,Returned,Lucknow
ORD012712,CUST11067,2025-11-24,Delivered,Kolkata
ORD012713,CUST09686,2024-12-21,Delivered,Delhi
ORD012714,CUST10850,2024-10-03,Returned,Ahmedabad
ORD012715,CUST03733,2025-09-11,Delivered,Thane
ORD012716,CUST04443,2025-09-21,Delivered,Nagpur
ORD012717,CUST11814,2025-12-04,Delivered,Coimbatore
ORD012718,CUST03706,2025-11-02,Shipped,Ahmedabad
ORD012719,CUST10912,2025-10-08,Delivered,Ghaziabad
ORD012720,CUST10031,2025-12-30,Delivered,Kochi
ORD012721,CUST08401,2024-10-16,Delivered,Chennai
ORD012722,CUST02287,2025-11-20,Delivered,Bhopal
ORD012723,CUST04498,2025-03-25,Delivered,Kolkata
ORD012724,CUST06659,2025-10-31,Delivered,Pune
ORD012725,CUST10642,2025-06-08,Delivered,Chennai
ORD012726,CUST02822,2025-05-27,Returned,Vadodara
ORD012727,CUST08457,2025-10-14,Delivered,Pune
ORD012728,CUST11186,2025-11-10,Delivered,Delhi
ORD012729,CUST10368,2025-08-27,Delivered,Lucknow
ORD012730,CUST08441,2025-10-04,Shipped,Ahmedabad
ORD012731,CUST01338,2024-12-06,Delivered,Ahmedabad
ORD012732,CUST09354,2025-05-25,Delivered,Ahmedabad
ORD012733,CUST11888,2025-07-31,Delivered,Gurugram
ORD012734,CUST07754,2025-09-23,Delivered,Kolkata
ORD012735,CUST08225,2024-10-16,Delivered,Ahmedabad
ORD012736,CUST08409,2025-12-19,Delivered,Jaipur
ORD012737,CUST07001,2025-06-26,Shipped,Bengaluru
ORD012738,CUST06200,2025-11-07,Delivered,Thane
ORD012739,CUST11750,2025-10-01,Cancelled,Delhi
ORD012740,CUST04648,2024-03-29,Cancelled,Surat
ORD012741,CUST10315,2025-03-04,Delivered,Hyderabad
ORD012742,CUST04875,2024-10-26,Delivered,Kanpur
ORD012743,CUST02745,2025-04-17,Delivered,Surat
ORD012744,CUST11571,2025-12-25,Delivered,Gurugram
ORD012745,CUST07841,2025-11-28,Delivered,Ahmedabad
ORD012746,CUST07139,2025-10-22,Delivered,Chennai
ORD012747,CUST05130,2025-11-17,Delivered,Thane
ORD012748,CUST02162,2024-06-11,Cancelled,Hyderabad
ORD012749,CUST10162,2025-09-02,Delivered,Hyderabad
ORD012750,CUST07713,2025-02-17,Delivered,Lucknow
ORD012751,CUST10936,2024-05-10,Delivered,Delhi
ORD012752,CUST03163,2025-10-13,Delivered,Surat
ORD012753,CUST06229,2025-01-27,Delivered,Mumbai
ORD012754,CUST06600,2025-02-14,Delivered,Bengaluru
ORD012755,CUST03756,2024-07-12,Returned,Surat
ORD012756,CUST00574,2025-04-12,Delivered,Bengaluru
ORD012757,CUST01358,2025-06-19,Delivered,Chandigarh
ORD012758,CUST09320,2025-02-02,Delivered,Nashik
ORD012759,CUST05510,2025-04-21,Delivered,Mumbai
ORD012760,CUST11917,2025-07-02,Returned,Delhi
ORD012761,CUST10572,2025-01-21,Returned,Kochi
ORD012762,CUST02734,2025-12-09,Returned,Kanpur
ORD012763,CUST06577,2024-07-07,Delivered,Kolkata
ORD012764,CUST00503,2025-11-12,Delivered,Nashik
ORD012765,CUST10319,2025-09-21,Delivered,Ahmedabad
ORD012766,CUST05101,2025-08-24,Delivered,Bengaluru
ORD012767,CUST10845,2025-05-11,Delivered,Pune
ORD012768,CUST02180,2025-11-06,Delivered,Indore
ORD012769,CUST02029,2025-08-19,Delivered,Mumbai
ORD012770,CUST00914,2025-10-26,Delivered,Mumbai
ORD012771,CUST05615,2025-08-16,Delivered,Mumbai
ORD012772,CUST03431,2025-11-17,Delivered,Ahmedabad
ORD012773,CUST06785,2025-11-03,Delivered,Pune
ORD012774,CUST03761,2025-12-28,Shipped,Gurugram
ORD012775,CUST01615,2025-10-13,Delivered,Bengaluru
ORD012776,CUST06322,2024-07-07,Delivered,Pune
ORD012777,CUST02221,2025-09-09,Returned,Chennai
ORD012778,CUST02381,2025-11-05,Delivered,Pune
ORD012779,CUST04412,2024-12-13,Delivered,Pune
ORD012780,CUST08509,2025-10-12,Delivered,Jaipur
ORD012781,CUST06330,2024-10-20,Delivered,Chandigarh
ORD012782,CUST11290,2025-08-16,Shipped,Bengaluru
ORD012783,CUST11245,2025-05-25,Delivered,Coimbatore
ORD012784,CUST00752,2025-09-24,Delivered,Bengaluru
ORD012785,CUST10574,2025-11-18,Delivered,Chandigarh
ORD012786,CUST06557,2025-09-22,Delivered,Rajkot
ORD012787,CUST02618,2025-12-08,Delivered,Hyderabad
ORD012788,CUST07746,2025-10-25,Delivered,Gurugram
ORD012789,CUST10896,2025-12-17,Shipped,Kanpur
ORD012790,CUST03193,2025-06-27,Cancelled,Ghaziabad
ORD012791,CUST00591,2025-11-14,Delivered,Bengaluru
ORD012792,CUST06786,2024-11-04,Delivered,Hyderabad
ORD012793,CUST11198,2025-10-19,Delivered,Hyderabad
ORD012794,CUST07070,2025-08-18,Delivered,Hyderabad
ORD012795,CUST01136,2025-01-13,Delivered,Mumbai
ORD012796,CUST01209,2024-11-07,Delivered,Delhi
ORD012797,CUST02480,2025-12-14,Delivered,Chandigarh
ORD012798,CUST00591,2025-10-28,Delivered,Bengaluru
ORD012799,CUST00847,2025-05-31,Delivered,Jaipur
ORD012800,CUST02995,2025-05-31,Delivered,Mumbai
ORD012801,CUST06277,2024-05-14,Returned,Mumbai
ORD012802,CUST00672,2025-12-28,Shipped,Kolkata
ORD012803,CUST05586,2025-10-13,Shipped,Mumbai
ORD012804,CUST07765,2025-12-23,Shipped,Chennai
ORD012805,CUST04704,2025-01-22,Delivered,Chandigarh
ORD012806,CUST01099,2025-07-28,Delivered,Surat
ORD012807,CUST10400,2025-11-15,Delivered,Rajkot
ORD012808,CUST04529,2025-04-03,Delivered,Nagpur
ORD012809,CUST06966,2025-07-26,Delivered,Delhi
ORD012810,CUST03570,2024-05-09,Delivered,Chandigarh
ORD012811,CUST08413,2025-10-26,Cancelled,Jaipur
ORD012812,CUST09165,2025-10-07,Delivered,Indore
ORD012813,CUST08696,2025-12-02,Delivered,Vadodara
ORD012814,CUST10823,2024-10-21,Delivered,Bhopal
ORD012815,CUST06939,2025-10-26,Delivered,Kolkata
ORD012816,CUST00928,2025-12-21,Delivered,Rajkot
ORD012817,CUST11234,2025-12-08,Delivered,Bengaluru
ORD012818,CUST01778,2025-11-29,Delivered,Delhi
ORD012819,CUST00016,2024-02-28,Returned,Pune
ORD012820,CUST01586,2025-11-03,Delivered,Hyderabad
ORD012821,CUST01781,2024-03-13,Returned,Lucknow
ORD012822,CUST06925,2025-10-01,Cancelled,Ghaziabad
ORD012823,CUST03991,2025-12-18,Delivered,Ahmedabad
ORD012824,CUST10349,2024-09-25,Delivered,Bhopal
ORD012825,CUST09363,2025-06-01,Delivered,Hyderabad
ORD012826,CUST09477,2024-12-24,Delivered,Nagpur
ORD012827,CUST03404,2025-10-06,Shipped,Indore
ORD012828,CUST07841,2025-08-24,Delivered,Ahmedabad
ORD012829,CUST04946,2025-05-21,Delivered,Visakhapatnam
ORD012830,CUST02384,2024-10-28,Delivered,Ahmedabad
ORD012831,CUST00587,2024-11-06,Delivered,Chennai
ORD012832,CUST02473,2025-09-14,Delivered,Mumbai
ORD012833,CUST11455,2025-06-28,Delivered,Hyderabad
ORD012834,CUST02944,2025-08-10,Cancelled,Mumbai
ORD012835,CUST10287,2025-12-21,Delivered,Bengaluru
ORD012836,CUST07310,2024-06-24,Delivered,Delhi
ORD012837,CUST00989,2024-06-01,Delivered,Hyderabad
ORD012838,CUST06935,2025-12-01,Delivered,Mumbai
ORD012839,CUST03867,2025-10-03,Returned,Bengaluru
ORD012840,CUST07366,2025-02-08,Delivered,Pune
ORD012841,CUST03005,2024-03-21,Shipped,Chennai
ORD012842,CUST02584,2025-01-22,Shipped,Chennai
ORD012843,CUST03553,2024-12-03,Delivered,Gurugram
ORD012844,CUST04853,2025-11-22,Delivered,Pune
ORD012845,CUST03748,2025-12-11,Delivered,Chennai
ORD012846,CUST01363,2025-11-18,Delivered,Gurugram
ORD012847,CUST00080,2025-04-24,Delivered,Mumbai
ORD012848,CUST09498,2025-03-04,Delivered,Lucknow
ORD012849,CUST10003,2025-11-29,Delivered,Hyderabad
ORD012850,CUST08493,2025-06-10,Delivered,Delhi
ORD012851,CUST09686,2024-10-06,Cancelled,Delhi
ORD012852,CUST04164,2025-09-30,Shipped,Mumbai
ORD012853,CUST04928,2024-12-15,Delivered,Mumbai
ORD012854,CUST08967,2025-07-13,Delivered,Delhi
ORD012855,CUST04452,2025-11-07,Delivered,Bengaluru
ORD012856,CUST06298,2025-01-07,Returned,Gurugram
ORD012857,CUST02764,2025-08-19,Delivered,Hyderabad
ORD012858,CUST02687,2024-06-20,Delivered,Delhi
ORD012859,CUST09108,2025-12-29,Delivered,Bengaluru
ORD012860,CUST07479,2025-08-09,Delivered,Vadodara
ORD012861,CUST08424,2025-12-05,Delivered,Pune
ORD012862,CUST11455,2025-11-09,Returned,Hyderabad
ORD012863,CUST00019,2025-05-30,Cancelled,Nashik
ORD012864,CUST00990,2025-12-26,Delivered,Bengaluru
ORD012865,CUST09287,2025-11-27,Cancelled,Mumbai
ORD012866,CUST11751,2025-12-13,Delivered,Kanpur
ORD012867,CUST00923,2025-09-01,Delivered,Kolkata
ORD012868,CUST06799,2025-10-01,Cancelled,Indore
ORD012869,CUST06162,2025-12-23,Returned,Chennai
ORD012870,CUST10171,2025-01-08,Delivered,Ludhiana
ORD012871,CUST03997,2025-10-06,Cancelled,Mumbai
ORD012872,CUST02715,2025-08-11,Delivered,Chandigarh
ORD012873,CUST11344,2024-11-13,Shipped,Lucknow
ORD012874,CUST06162,2025-08-09,Delivered,Chennai
ORD012875,CUST05983,2025-06-11,Shipped,Gurugram
ORD012876,CUST01099,2025-12-11,Delivered,Surat
ORD012877,CUST00019,2025-08-11,Delivered,Nashik
ORD012878,CUST06406,2025-10-04,Delivered,Hyderabad
ORD012879,CUST11401,2025-07-11,Delivered,Chennai
ORD012880,CUST00720,2025-09-08,Delivered,Pune
ORD012881,CUST09231,2024-11-05,Cancelled,Mumbai
ORD012882,CUST02416,2025-06-11,Delivered,Kolkata
ORD012883,CUST01841,2025-10-12,Delivered,Agra
ORD012884,CUST04567,2025-10-17,Delivered,Chennai
ORD012885,CUST04280,2025-07-07,Delivered,Ahmedabad
ORD012886,CUST07832,2025-11-13,Delivered,Lucknow
ORD012887,CUST04920,2024-10-11,Delivered,Mumbai
ORD012888,CUST09418,2025-04-26,Delivered,Pune
ORD012889,CUST08350,2024-02-18,Delivered,Ludhiana
ORD012890,CUST11361,2025-08-26,Shipped,Noida
ORD012891,CUST05742,2025-11-14,Delivered,Gurugram
ORD012892,CUST03815,2025-08-05,Delivered,Gurugram
ORD012893,CUST10002,2025-07-26,Delivered,Gurugram
ORD012894,CUST08896,2024-01-17,Delivered,Bhopal
ORD012895,CUST01211,2025-09-19,Delivered,Kolkata
ORD012896,CUST10679,2024-12-09,Delivered,Ludhiana
ORD012897,CUST05331,2025-12-03,Cancelled,Chandigarh
ORD012898,CUST08706,2025-10-03,Delivered,Bengaluru
ORD012899,CUST01656,2024-08-07,Delivered,Hyderabad
ORD012900,CUST09200,2025-03-25,Delivered,Mumbai
ORD012901,CUST00659,2025-09-27,Delivered,Mumbai
ORD012902,CUST05713,2025-12-28,Delivered,Lucknow
ORD012903,CUST00136,2025-05-29,Delivered,Thane
ORD012904,CUST01965,2025-05-23,Delivered,Nashik
ORD012905,CUST10297,2025-11-23,Delivered,Delhi
ORD012906,CUST11281,2025-06-27,Delivered,Chennai
ORD012907,CUST09106,2025-03-21,Cancelled,Hyderabad
ORD012908,CUST04671,2024-08-23,Delivered,Mumbai
ORD012909,CUST08297,2025-11-16,Shipped,Jaipur
ORD012910,CUST11690,2025-03-31,Delivered,Kochi
ORD012911,CUST05862,2025-06-24,Delivered,Surat
ORD012912,CUST05615,2025-07-10,Delivered,Mumbai
ORD012913,CUST07370,2025-10-08,Delivered,Hyderabad
ORD012914,CUST00602,2025-05-21,Delivered,Lucknow
ORD012915,CUST08019,2025-08-10,Delivered,Pune
ORD012916,CUST04326,2025-09-29,Delivered,Thane
ORD012917,CUST04409,2025-08-29,Cancelled,Kochi
ORD012918,CUST03887,2025-11-14,Returned,Lucknow
ORD012919,CUST02094,2025-08-30,Shipped,Delhi
ORD012920,CUST06083,2024-12-11,Cancelled,Ludhiana
ORD012921,CUST03619,2025-12-21,Delivered,Chandigarh
ORD012922,CUST08174,2025-10-18,Delivered,Pune
ORD012923,CUST02968,2025-12-14,Delivered,Indore
ORD012924,CUST08921,2025-02-22,Delivered,Chennai
ORD012925,CUST04023,2025-05-31,Delivered,Ghaziabad
ORD012926,CUST10334,2025-02-11,Delivered,Delhi
ORD012927,CUST09376,2025-01-30,Delivered,Mumbai
ORD012928,CUST03831,2024-11-16,Delivered,Kolkata
ORD012929,CUST06793,2025-10-25,Delivered,Agra
ORD012930,CUST05351,2025-11-23,Delivered,Bengaluru
ORD012931,CUST10092,2025-12-16,Delivered,Coimbatore
ORD012932,CUST08097,2024-04-29,Cancelled,Jaipur
ORD012933,CUST04903,2025-06-10,Delivered,Patna
ORD012934,CUST05970,2025-05-14,Delivered,Ludhiana
ORD012935,CUST04737,2025-12-08,Delivered,Ghaziabad
ORD012936,CUST09461,2025-08-16,Delivered,Ahmedabad
ORD012937,CUST03459,2024-04-20,Returned,Lucknow
ORD012938,CUST08484,2025-05-03,Delivered,Nagpur
ORD012939,CUST10936,2024-02-28,Delivered,Delhi
ORD012940,CUST03099,2024-07-13,Shipped,Noida
ORD012941,CUST03744,2025-05-27,Delivered,Kochi
ORD012942,CUST01034,2025-09-05,Delivered,Rajkot
ORD012943,CUST00364,2024-08-16,Shipped,Pune
ORD012944,CUST02304,2025-03-28,Delivered,Ahmedabad
ORD012945,CUST09536,2025-08-26,Delivered,Kanpur
ORD012946,CUST08602,2024-12-20,Delivered,Delhi
ORD012947,CUST09729,2025-11-30,Shipped,Delhi
ORD012948,CUST02415,2025-06-01,Delivered,Mumbai
ORD012949,CUST09151,2025-08-02,Delivered,Ahmedabad
ORD012950,CUST04829,2025-11-06,Delivered,Pune
ORD012951,CUST11781,2025-11-03,Delivered,Delhi
ORD012952,CUST01561,2025-12-14,Delivered,Surat
ORD012953,CUST00900,2025-06-08,Returned,Nagpur
ORD012954,CUST00591,2025-11-10,Delivered,Bengaluru
ORD012955,CUST03860,2024-11-26,Delivered,Bengaluru
ORD012956,CUST11186,2025-08-20,Delivered,Delhi
ORD012957,CUST10295,2025-12-24,Delivered,Ghaziabad
ORD012958,CUST00131,2025-10-21,Cancelled,Chennai
ORD012959,CUST00591,2025-12-09,Delivered,Bengaluru
ORD012960,CUST09596,2025-12-26,Cancelled,Patna
ORD012961,CUST08125,2025-08-25,Delivered,Patna
ORD012962,CUST00278,2025-08-20,Delivered,Mumbai
ORD012963,CUST10445,2025-04-03,Cancelled,Lucknow
ORD012964,CUST00268,2024-09-07,Delivered,Ahmedabad
ORD012965,CUST00479,2025-04-06,Delivered,Indore
ORD012966,CUST10936,2025-03-27,Delivered,Delhi
ORD012967,CUST11491,2025-01-30,Delivered,Pune
ORD012968,CUST10936,2024-12-05,Delivered,Delhi
ORD012969,CUST03465,2025-10-05,Cancelled,Visakhapatnam
ORD012970,CUST08901,2025-09-21,Delivered,Chennai
ORD012971,CUST01258,2025-05-24,Delivered,Chennai
ORD012972,CUST08339,2025-02-12,Delivered,Delhi
ORD012973,CUST09260,2025-12-10,Delivered,Mumbai
ORD012974,CUST01202,2025-05-29,Delivered,Delhi
ORD012975,CUST04403,2025-12-08,Delivered,Delhi
ORD012976,CUST09612,2025-03-01,Delivered,Kolkata
ORD012977,CUST03657,2025-07-02,Delivered,Bengaluru
ORD012978,CUST09544,2024-10-22,Delivered,Indore
ORD012979,CUST00914,2025-10-09,Delivered,Mumbai
ORD012980,CUST02170,2024-09-03,Delivered,Bengaluru
ORD012981,CUST11291,2025-09-08,Delivered,Surat
ORD012982,CUST08243,2025-11-21,Returned,Kanpur
ORD012983,CUST03539,2025-08-20,Delivered,Noida
ORD012984,CUST06196,2025-01-23,Returned,Indore
ORD012985,CUST05554,2024-08-28,Delivered,Ahmedabad
ORD012986,CUST08851,2025-12-07,Delivered,Ghaziabad
ORD012987,CUST01202,2025-12-31,Returned,Delhi
ORD012988,CUST00746,2025-07-15,Delivered,Chennai
ORD012989,CUST06207,2024-05-26,Shipped,Pune
ORD012990,CUST06761,2025-03-01,Delivered,Ahmedabad
ORD012991,CUST06602,2024-11-11,Delivered,Kanpur
ORD012992,CUST07566,2025-09-18,Returned,Mumbai
ORD012993,CUST00302,2024-01-18,Delivered,Noida
ORD012994,CUST03589,2025-09-27,Delivered,Bengaluru
ORD012995,CUST08617,2025-10-13,Delivered,Ludhiana
ORD012996,CUST04163,2025-12-15,Delivered,Kanpur
ORD012997,CUST07965,2025-06-04,Shipped,Kolkata
ORD012998,CUST05987,2024-05-20,Returned,Hyderabad
ORD012999,CUST10759,2025-08-19,Delivered,Delhi
ORD013000,CUST10965,2025-09-24,Delivered,Delhi
ORD013001,CUST06854,2024-07-11,Delivered,Bengaluru
ORD013002,CUST07713,2024-12-24,Delivered,Lucknow
ORD013003,CUST08532,2024-08-31,Shipped,Kolkata
ORD013004,CUST08721,2025-12-19,Returned,Bengaluru
ORD013005,CUST11215,2025-01-28,Delivered,Delhi
ORD013006,CUST00488,2025-09-20,Delivered,Bengaluru
ORD013007,CUST08793,2025-04-23,Delivered,Nashik
ORD013008,CUST08892,2025-10-22,Cancelled,Bhopal
ORD013009,CUST08406,2025-09-30,Delivered,Gurugram
ORD013010,CUST03642,2025-01-24,Delivered,Coimbatore
ORD013011,CUST08238,2024-11-12,Delivered,Lucknow
ORD013012,CUST07843,2024-10-23,Delivered,Delhi
ORD013013,CUST06179,2025-11-07,Returned,Bengaluru
ORD013014,CUST06006,2024-09-25,Delivered,Delhi
ORD013015,CUST05560,2024-07-14,Cancelled,Surat
ORD013016,CUST10673,2024-09-23,Delivered,Chennai
ORD013017,CUST06140,2025-08-06,Delivered,Kolkata
ORD013018,CUST01770,2025-12-17,Delivered,Surat
ORD013019,CUST04909,2025-04-14,Shipped,Chennai
ORD013020,CUST09320,2025-04-09,Delivered,Nashik
ORD013021,CUST01006,2024-10-03,Delivered,Agra
ORD013022,CUST10892,2025-03-01,Delivered,Hyderabad
ORD013023,CUST09706,2025-01-08,Returned,Delhi
ORD013024,CUST07747,2025-04-28,Returned,Mumbai
ORD013025,CUST03370,2024-09-05,Delivered,Pune
ORD013026,CUST01209,2024-11-02,Delivered,Delhi
ORD013027,CUST06494,2025-11-14,Delivered,Thane
ORD013028,CUST01530,2025-09-24,Delivered,Bengaluru
ORD013029,CUST07203,2025-01-24,Delivered,Patna
ORD013030,CUST00591,2025-09-23,Delivered,Bengaluru
ORD013031,CUST01413,2025-12-08,Delivered,Mumbai
ORD013032,CUST06756,2025-12-09,Shipped,Lucknow
ORD013033,CUST00923,2025-02-05,Delivered,Kolkata
ORD013034,CUST09680,2024-10-12,Delivered,Lucknow
ORD013035,CUST02984,2025-06-03,Delivered,Vadodara
ORD013036,CUST05593,2025-08-28,Shipped,Delhi
ORD013037,CUST11819,2024-10-31,Delivered,Chennai
ORD013038,CUST06799,2024-12-29,Delivered,Indore
ORD013039,CUST07189,2024-09-07,Delivered,Gurugram
ORD013040,CUST07869,2025-11-07,Delivered,Bengaluru
ORD013041,CUST00184,2025-07-02,Delivered,Gurugram
ORD013042,CUST09485,2025-09-22,Delivered,Ludhiana
ORD013043,CUST09597,2024-02-10,Returned,Noida
ORD013044,CUST01490,2024-12-20,Delivered,Delhi
ORD013045,CUST05587,2025-12-03,Delivered,Gurugram
ORD013046,CUST06515,2025-11-08,Delivered,Delhi
ORD013047,CUST06664,2025-09-03,Delivered,Chandigarh
ORD013048,CUST08453,2024-02-29,Delivered,Hyderabad
ORD013049,CUST11227,2025-05-17,Returned,Ghaziabad
ORD013050,CUST05147,2025-10-29,Delivered,Chandigarh
ORD013051,CUST09336,2025-08-02,Returned,Bhopal
ORD013052,CUST07250,2025-10-25,Shipped,Lucknow
ORD013053,CUST08858,2025-11-23,Shipped,Chennai
ORD013054,CUST09446,2025-10-19,Returned,Bhopal
ORD013055,CUST04037,2025-06-04,Shipped,Hyderabad
ORD013056,CUST02754,2024-01-13,Delivered,Delhi
ORD013057,CUST04392,2025-11-27,Delivered,Ludhiana
ORD013058,CUST11751,2025-12-22,Delivered,Kanpur
ORD013059,CUST05685,2024-07-28,Delivered,Mumbai
ORD013060,CUST00572,2025-09-12,Delivered,Nagpur
ORD013061,CUST09053,2025-09-26,Delivered,Chennai
ORD013062,CUST09451,2025-11-06,Cancelled,Kolkata
ORD013063,CUST01318,2024-06-11,Returned,Bengaluru
ORD013064,CUST07287,2025-08-16,Delivered,Delhi
ORD013065,CUST03860,2025-12-17,Delivered,Bengaluru
ORD013066,CUST05683,2024-05-03,Delivered,Nashik
ORD013067,CUST04320,2025-12-28,Shipped,Indore
ORD013068,CUST01975,2024-04-10,Delivered,Chandigarh
ORD013069,CUST00518,2025-11-11,Delivered,Thane
ORD013070,CUST07983,2025-10-29,Shipped,Delhi
ORD013071,CUST02734,2024-10-21,Delivered,Kanpur
ORD013072,CUST05838,2025-08-30,Delivered,Visakhapatnam
ORD013073,CUST06170,2025-08-16,Returned,Chandigarh
ORD013074,CUST06604,2025-07-05,Delivered,Delhi
ORD013075,CUST03814,2025-04-15,Delivered,Ahmedabad
ORD013076,CUST02781,2024-09-03,Delivered,Mumbai
ORD013077,CUST09054,2025-05-22,Shipped,Nagpur
ORD013078,CUST04905,2025-03-12,Cancelled,Patna
ORD013079,CUST08593,2025-10-26,Delivered,Vadodara
ORD013080,CUST06269,2025-05-17,Delivered,Kolkata
ORD013081,CUST09293,2025-02-11,Delivered,Hyderabad
ORD013082,CUST03577,2025-08-10,Delivered,Coimbatore
ORD013083,CUST09291,2024-09-14,Delivered,Pune
ORD013084,CUST07250,2025-01-09,Delivered,Lucknow
ORD013085,CUST09291,2024-05-30,Delivered,Pune
ORD013086,CUST05548,2025-05-01,Delivered,Ahmedabad
ORD013087,CUST04142,2025-06-12,Delivered,Mumbai
ORD013088,CUST11857,2024-10-31,Delivered,Surat
ORD013089,CUST08912,2024-09-25,Delivered,Visakhapatnam
ORD013090,CUST05293,2025-10-08,Delivered,Ahmedabad
ORD013091,CUST02718,2025-11-26,Delivered,Chennai
ORD013092,CUST06210,2025-09-18,Delivered,Pune
ORD013093,CUST02970,2024-01-03,Delivered,Hyderabad
ORD013094,CUST10358,2025-08-30,Delivered,Noida
ORD013095,CUST02780,2025-08-19,Delivered,Lucknow
ORD013096,CUST09106,2025-07-08,Delivered,Hyderabad
ORD013097,CUST05147,2025-10-12,Delivered,Chandigarh
ORD013098,CUST06534,2025-12-01,Returned,Coimbatore
ORD013099,CUST09911,2025-11-19,Delivered,Pune
ORD013100,CUST11275,2024-06-10,Delivered,Vadodara
ORD013101,CUST00591,2025-10-20,Shipped,Bengaluru
ORD013102,CUST11138,2025-11-15,Delivered,Ahmedabad
ORD013103,CUST03585,2025-09-19,Delivered,Guwahati
ORD013104,CUST06207,2025-02-20,Delivered,Pune
ORD013105,CUST03434,2024-10-13,Delivered,Nashik
ORD013106,CUST09054,2025-06-25,Delivered,Nagpur
ORD013107,CUST01560,2025-10-15,Delivered,Lucknow
ORD013108,CUST00302,2024-05-15,Delivered,Noida
ORD013109,CUST09170,2025-10-09,Returned,Mumbai
ORD013110,CUST08088,2025-06-28,Cancelled,Pune
ORD013111,CUST02472,2025-08-06,Delivered,Hyderabad
ORD013112,CUST03381,2024-08-30,Returned,Coimbatore
ORD013113,CUST02781,2025-11-12,Delivered,Mumbai
ORD013114,CUST07786,2025-12-07,Cancelled,Jaipur
ORD013115,CUST09860,2025-07-23,Cancelled,Chennai
ORD013116,CUST00637,2025-10-16,Delivered,Pune
ORD013117,CUST02064,2025-06-15,Shipped,Kolkata
ORD013118,CUST07330,2024-07-23,Delivered,Bengaluru
ORD013119,CUST03358,2024-09-23,Cancelled,Mumbai
ORD013120,CUST11126,2024-11-03,Delivered,Mumbai
ORD013121,CUST00584,2025-09-10,Delivered,Ahmedabad
ORD013122,CUST09737,2024-06-10,Shipped,Lucknow
ORD013123,CUST01922,2025-04-14,Delivered,Ludhiana
ORD013124,CUST10967,2025-05-18,Delivered,Hyderabad
ORD013125,CUST04162,2025-12-27,Cancelled,Ahmedabad
ORD013126,CUST04513,2025-10-30,Delivered,Agra
ORD013127,CUST08597,2025-04-28,Delivered,Hyderabad
ORD013128,CUST00675,2025-06-29,Delivered,Chandigarh
ORD013129,CUST07058,2025-09-27,Delivered,Kolkata
ORD013130,CUST03734,2025-02-04,Delivered,Delhi
ORD013131,CUST05271,2025-10-17,Delivered,Visakhapatnam
ORD013132,CUST11832,2025-08-06,Shipped,Ahmedabad
ORD013133,CUST08695,2025-09-28,Delivered,Chandigarh
ORD013134,CUST03700,2024-10-26,Delivered,Indore
ORD013135,CUST11749,2025-03-06,Delivered,Delhi
ORD013136,CUST01105,2024-07-31,Returned,Bengaluru
ORD013137,CUST06621,2025-05-11,Shipped,Chennai
ORD013138,CUST07654,2024-06-29,Delivered,Delhi
ORD013139,CUST05071,2024-10-31,Delivered,Mumbai
ORD013140,CUST04894,2025-03-28,Delivered,Pune
ORD013141,CUST10578,2024-08-13,Delivered,Bengaluru
ORD013142,CUST06167,2025-05-27,Delivered,Delhi
ORD013143,CUST08327,2025-08-07,Cancelled,Jaipur
ORD013144,CUST08256,2025-10-14,Returned,Gurugram
ORD013145,CUST02485,2025-08-22,Delivered,Jaipur
ORD013146,CUST09750,2024-03-05,Delivered,Thane
ORD013147,CUST11494,2025-11-01,Delivered,Lucknow
ORD013148,CUST09151,2024-12-29,Delivered,Ahmedabad
ORD013149,CUST01535,2024-07-01,Delivered,Indore
ORD013150,CUST08383,2024-03-20,Delivered,Rajkot
ORD013151,CUST03603,2024-10-26,Delivered,Hyderabad
ORD013152,CUST00417,2025-11-10,Delivered,Bhopal
ORD013153,CUST00846,2025-12-06,Delivered,Nagpur
ORD013154,CUST09056,2025-10-09,Cancelled,Delhi
ORD013155,CUST00717,2025-10-28,Returned,Mumbai
ORD013156,CUST01966,2025-05-28,Delivered,Hyderabad
ORD013157,CUST02309,2024-12-22,Delivered,Delhi
ORD013158,CUST04385,2025-07-13,Delivered,Ahmedabad
ORD013159,CUST09855,2025-04-27,Cancelled,Mumbai
ORD013160,CUST06482,2025-03-23,Delivered,Pune
ORD013161,CUST06749,2025-09-13,Delivered,Hyderabad
