order_id,return_date,return_reason,refund_amount
ORD007741,2025-08-20,Late Delivery,12300.66
ORD007777,2025-08-30,Damaged Product,45229.33
ORD007788,2025-05-08,Size/Fit Issue,56333.0
ORD007798,2024-10-24,Damaged Product,4816.4
ORD007815,2024-11-17,Changed Mind,10179.8
ORD007822,2025-10-13,Quality Issue,4928.89
ORD007857,2024-10-16,Size/Fit Issue,7916.42
ORD007877,2025-03-04,Changed Mind,819.25
ORD007898,2025-11-20,Quality Issue,13070.75
ORD007899,2025-09-25,Changed Mind,19115.88
ORD007902,2025-09-16,Quality Issue,263.91
ORD007905,2025-02-09,Late Delivery,531.17
ORD007910,2025-12-11,Size/Fit Issue,885.98
ORD007923,2024-06-06,Changed Mind,125414.22
ORD007961,2024-10-31,Size/Fit Issue,1181.29
ORD007966,2024-03-05,Quality Issue,6988.68
ORD007979,2025-02-13,Damaged Product,672.85
ORD007981,2025-04-07,Wrong Product,1133.75
ORD007984,2025-04-02,Size/Fit Issue,21607.68
ORD008006,2025-01-28,Quality Issue,5151.5
ORD008015,2025-11-17,Changed Mind,197.59
ORD008025,2025-12-29,Changed Mind,8728.86
ORD008027,2025-10-28,Quality Issue,841.22
ORD008030,2025-03-02,Damaged Product,2006.72
ORD008048,2025-07-23,Quality Issue,4994.46
ORD008050,2025-12-19,Quality Issue,96461.12
ORD008055,2025-11-10,Quality Issue,43922.66
ORD008059,2025-04-19,Damaged Product,27665.58
ORD008063,2025-08-13,Changed Mind,76999.38
ORD008082,2025-05-05,Wrong Product,3683.14
ORD008084,2025-11-20,Changed Mind,10763.73
ORD008103,2025-11-16,Wrong Product,6320.34
ORD008105,2025-06-19,Damaged Product,1257.64
ORD008113,2024-03-08,Late Delivery,4157.52
ORD008136,2025-09-13,Damaged Product,2667.0
ORD008140,2025-02-04,Wrong Product,697.07
ORD008151,2025-05-11,Damaged Product,564.56
ORD008152,2024-02-07,Damaged Product,8789.4
ORD008160,2025-10-25,Changed Mind,115443.75
ORD008174,2025-03-07,Damaged Product,1976.47
ORD008220,2026-01-05,Changed Mind,347.16
ORD008235,2025-12-22,Quality Issue,9226.95
ORD008247,2025-12-31,Quality Issue,21957.25
ORD008254,2025-11-05,Quality Issue,1494.74
ORD008258,2025-10-06,Damaged Product,539.03
ORD008299,2025-05-07,Wrong Product,687.54
ORD008307,2025-04-13,Size/Fit Issue,6770.97
ORD008319,2025-09-19,Wrong Product,1433.41
ORD008323,2025-11-03,Late Delivery,319.57
ORD008352,2024-04-17,Quality Issue,3021.92
ORD008362,2024-10-18,Quality Issue,800.09
ORD008366,2025-12-13,Changed Mind,18420.41
ORD008371,2025-01-17,Quality Issue,7179.07
ORD008377,2025-10-06,Changed Mind,4462.62
ORD008381,2025-09-15,Quality Issue,9204.3
ORD008395,2025-10-16,Damaged Product,22832.35
ORD008438,2025-10-11,Size/Fit Issue,7556.47
ORD008470,2025-04-19,Wrong Product,64670.05
ORD008480,2025-11-14,Changed Mind,73736.37
ORD008489,2025-04-30,Quality Issue,430.0
ORD008509,2025-11-16,Quality Issue,9446.45
ORD008513,2025-11-05,Damaged Product,8110.22
ORD008557,2025-07-24,Damaged Product,975.41
ORD008577,2024-09-23,Late Delivery,7683.64
ORD008600,2024-12-26,Damaged Product,2041.66
ORD008603,2024-11-12,Late Delivery,24592.9
ORD008606,2026-01-05,Wrong Product,7694.87
ORD008607,2024-10-18,Late Delivery,1105.46
ORD008617,2024-11-06,Damaged Product,12436.35
ORD008618,2025-06-20,Quality Issue,2724.06
ORD008635,2025-09-11,Damaged Product,565.92
ORD008638,2025-10-09,Wrong Product,5282.77
ORD008644,2025-10-19,Wrong Product,737.78
ORD008645,2025-10-10,Late Delivery,1072.64
ORD008648,2025-12-11,Changed Mind,1792.01
ORD008662,2025-08-05,Changed Mind,10569.33
ORD008663,2024-11-19,Size/Fit Issue,1337.05
ORD008701,2025-12-23,Wrong Product,2082.08
ORD008710,2025-11-10,Changed Mind,19739.41
ORD008726,2024-10-19,Damaged Product,90.6
ORD008736,2024-12-12,Wrong Product,245.63
ORD008743,2025-09-30,Damaged Product,1100.92
ORD008789,2025-01-27,Damaged Product,534.68
ORD008830,2025-12-01,Quality Issue,918.27
ORD008833,2025-08-30,Changed Mind,87783.67
ORD008835,2025-05-07,Changed Mind,7731.35
ORD008856,2025-11-03,Late Delivery,21797.9
ORD008859,2026-01-13,Wrong Product,23737.26
ORD008864,2025-09-18,Changed Mind,2310.47
ORD008866,2025-12-27,Wrong Product,9011.46
ORD008885,2025-03-14,Size/Fit Issue,73487.79
ORD008898,2025-12-21,Damaged Product,995.43
ORD008915,2025-10-24,Wrong Product,1314.65
ORD008916,2024-09-24,Quality Issue,3354.31
ORD008952,2025-08-28,Size/Fit Issue,1370.75
ORD008991,2026-01-07,Wrong Product,7724.82
ORD009001,2025-10-11,Damaged Product,20082.13
ORD009008,2025-10-27,Quality Issue,1695.98
ORD009013,2025-02-19,Damaged Product,3603.93
ORD009037,2025-11-21,Changed Mind,8307.61
ORD009042,2025-05-18,Size/Fit Issue,8278.61
ORD009067,2025-12-03,Wrong Product,69525.98
ORD009093,2024-08-09,Changed Mind,1225.05
ORD009105,2025-10-24,Damaged Product,16242.43
ORD009120,2025-11-22,Size/Fit Issue,25487.81
ORD009123,2024-07-23,Damaged Product,1164.24
ORD009153,2025-10-08,Quality Issue,2430.92
ORD009165,2024-02-18,Changed Mind,35325.18
ORD009180,2025-12-11,Size/Fit Issue,38115.24
ORD009183,2025-06-20,Changed Mind,1402.65
ORD009196,2024-12-19,Damaged Product,40083.82
ORD009219,2025-10-21,Wrong Product,10394.4
ORD009220,2025-06-15,Quality Issue,7164.7
ORD009221,2025-06-15,Late Delivery,6866.51
ORD009236,2025-03-25,Size/Fit Issue,266.58
ORD009239,2025-05-04,Quality Issue,7034.93
ORD009266,2025-08-28,Wrong Product,3136.82
ORD009267,2025-12-30,Damaged Product,210.9
ORD009272,2024-06-21,Changed Mind,10275.26
ORD009276,2024-08-03,Size/Fit Issue,9609.64
ORD009277,2025-10-25,Quality Issue,196499.32
ORD009291,2025-06-06,Damaged Product,15030.26
ORD009307,2025-05-20,Wrong Product,8054.9
ORD009315,2025-05-06,Wrong Product,2446.72
ORD009408,2025-08-20,Changed Mind,6377.56
ORD009443,2024-07-23,Size/Fit Issue,188.02
ORD009447,2025-11-02,Changed Mind,4486.55
ORD009449,2025-08-11,Size/Fit Issue,1215.62
ORD009451,2025-02-26,Size/Fit Issue,12999.92
ORD009455,2025-05-24,Late Delivery,2066.98
ORD009459,2025-09-14,Wrong Product,10777.34
ORD009485,2025-01-10,Size/Fit Issue,1487.33
ORD009488,2024-04-02,Wrong Product,4662.82
ORD009495,2024-02-12,Wrong Product,491.68
ORD009502,2025-11-12,Damaged Product,968.51
ORD009514,2026-01-01,Size/Fit Issue,5567.12
ORD009520,2025-12-04,Size/Fit Issue,33358.39
ORD009531,2024-12-07,Late Delivery,2316.3
ORD009534,2024-09-08,Wrong Product,25957.0
ORD009535,2025-12-28,Damaged Product,22277.01
ORD009536,2024-09-07,Changed Mind,3272.77
ORD009570,2025-08-12,Changed Mind,122381.0
ORD009583,2025-10-04,Size/Fit Issue,8050.53
ORD009599,2025-10-19,Quality Issue,761.69
ORD009606,2025-11-28,Late Delivery,984.79
ORD009635,2025-04-23,Damaged Product,835.06
ORD009647,2025-05-08,Late Delivery,23270.86
ORD009655,2025-08-24,Changed Mind,2406.48
ORD009667,2025-09-04,Size/Fit Issue,770.32
ORD009671,2025-05-13,Late Delivery,841.03
ORD009685,2025-04-18,Quality Issue,1354.84
ORD009727,2025-12-05,Changed Mind,43232.7
ORD009733,2025-07-03,Damaged Product,1012.9
ORD009751,2024-02-22,Wrong Product,5380.6
ORD009762,2025-09-12,Damaged Product,22722.96
ORD009797,2024-05-26,Damaged Product,4178.75
ORD009807,2025-10-21,Late Delivery,4695.98
ORD009813,2025-05-01,Late Delivery,7031.33
ORD009838,2025-06-17,Wrong Product,9270.17
ORD009850,2024-11-03,Size/Fit Issue,2498.78
ORD009851,2024-10-14,Quality Issue,7282.43
ORD009852,2025-08-15,Wrong Product,18063.74
ORD009876,2025-10-11,Quality Issue,2764.18
ORD009881,2025-12-30,Quality Issue,76979.85
ORD009893,2025-11-18,Damaged Product,51881.67
ORD009906,2025-10-26,Changed Mind,532.27
ORD009910,2025-11-23,Size/Fit Issue,1929.69
ORD009913,2024-11-26,Size/Fit Issue,4157.25
ORD009921,2025-07-09,Late Delivery,9829.28
ORD009923,2024-01-19,Changed Mind,1557.02
ORD009938,2025-10-30,Damaged Product,29487.15
ORD009955,2025-11-15,Changed Mind,29984.99
ORD009979,2025-12-16,Late Delivery,20305.36
ORD009986,2025-12-15,Wrong Product,20774.85
ORD009999,2025-02-14,Damaged Product,5431.82
ORD010020,2025-04-13,Quality Issue,5830.79
ORD010027,2025-02-11,Size/Fit Issue,27390.13
ORD010040,2025-11-20,Damaged Product,10426.03
ORD010041,2025-12-06,Quality Issue,4242.09
ORD010075,2025-06-26,Size/Fit Issue,10274.98
ORD010081,2024-10-11,Quality Issue,930.3
ORD010087,2025-12-08,Damaged Product,693.92
ORD010109,2025-06-15,Damaged Product,3368.71
ORD010113,2025-06-22,Wrong Product,2996.71
ORD010127,2025-12-27,Damaged Product,24915.89
ORD010134,2025-09-29,Quality Issue,6905.09
ORD010148,2025-10-08,Late Delivery,1023.11
ORD010166,2025-09-10,Size/Fit Issue,6596.48
ORD010230,2025-03-20,Wrong Product,476.99
ORD010235,2025-03-29,Wrong Product,5963.3
ORD010239,2025-09-28,Wrong Product,1950.49
ORD010245,2024-06-26,Damaged Product,853.83
ORD010249,2025-09-20,Damaged Product,3228.12
ORD010257,2024-12-12,Damaged Product,640.5
ORD010295,2025-06-13,Size/Fit Issue,1650.48
ORD010311,2025-10-13,Damaged Product,1917.03
ORD010351,2024-09-06,Changed Mind,5221.18
ORD010362,2024-11-26,Damaged Product,11149.57
ORD010384,2026-01-01,Damaged Product,55315.22
ORD010385,2025-02-05,Changed Mind,922.68
ORD010413,2025-05-24,Damaged Product,1411.2
ORD010427,2025-12-09,Damaged Product,1017.73
ORD010454,2024-04-07,Damaged Product,73934.99
ORD010462,2025-04-11,Damaged Product,627.88
ORD010474,2024-10-19,Damaged Product,2487.0
ORD010476,2025-10-31,Quality Issue,8977.58
ORD010487,2024-06-12,Damaged Product,431.17
ORD010495,2024-02-29,Size/Fit Issue,162.04
ORD010528,2024-10-27,Quality Issue,2895.83
ORD010533,2025-05-15,Quality Issue,5730.56
ORD010537,2025-11-02,Late Delivery,1428.65
ORD010544,2025-04-13,Quality Issue,1783.75
ORD010549,2024-11-03,Changed Mind,17366.39
ORD010560,2025-11-10,Size/Fit Issue,20214.14
ORD010621,2025-10-31,Quality Issue,21065.53
ORD010667,2024-10-12,Quality Issue,28394.86
ORD010678,2025-10-17,Quality Issue,4056.4
ORD010691,2024-09-26,Wrong Product,2311.26
ORD010715,2025-12-15,Size/Fit Issue,24620.37
ORD010736,2025-10-01,Quality Issue,54000.05
ORD010787,2025-04-28,Quality Issue,7061.83
ORD010844,2025-02-13,Changed Mind,3843.39
ORD010845,2025-03-25,Quality Issue,1834.13
ORD010850,2025-11-26,Damaged Product,3740.71
ORD010851,2025-05-16,Damaged Product,52105.19
ORD010857,2025-08-27,Wrong Product,59379.43
ORD010863,2025-10-01,Wrong Product,2552.9
ORD010884,2025-07-12,Changed Mind,710.63
ORD010927,2025-11-07,Changed Mind,1640.87
ORD010929,2024-02-20,Late Delivery,17688.91
ORD010952,2025-07-22,Changed Mind,2510.03
ORD010982,2025-07-22,Damaged Product,391.29
ORD011000,2025-05-01,Quality Issue,2677.76
ORD011007,2025-08-27,Damaged Product,17838.27
ORD011011,2025-11-20,Size/Fit Issue,3385.29
ORD011016,2025-08-28,Changed Mind,155796.71
ORD011017,2024-09-16,Damaged Product,1069.6
ORD011023,2025-07-03,Wrong Product,4752.2
ORD011024,2024-05-31,Changed Mind,8719.09
ORD011045,2025-11-02,Changed Mind,1377.07
ORD011060,2025-06-16,Quality Issue,872.58
ORD011082,2025-12-01,Size/Fit Issue,15490.2
ORD011089,2025-12-08,Damaged Product,6378.48
ORD011102,2024-08-02,Size/Fit Issue,37646.33
ORD011103,2025-10-27,Late Delivery,743.89
ORD011111,2025-04-21,Quality Issue,5053.27
ORD011119,2025-08-11,Damaged Product,2521.83
ORD011121,2025-11-13,Quality Issue,19542.69
ORD011132,2024-10-04,Damaged Product,3404.5
ORD011159,2025-02-20,Changed Mind,87343.15
ORD011180,2025-11-08,Wrong Product,19589.7
ORD011192,2025-04-19,Damaged Product,254.99
ORD011208,2024-04-15,Changed Mind,17878.14
ORD011263,2025-08-14,Changed Mind,1422.23
ORD011273,2024-12-29,Changed Mind,1146.52
ORD011281,2025-07-27,Changed Mind,30371.02
ORD011289,2025-03-14,Damaged Product,8450.38
ORD011296,2025-11-18,Changed Mind,8004.49
ORD011312,2025-08-18,Changed Mind,30478.88
ORD011324,2024-11-23,Late Delivery,5421.66
ORD011331,2025-10-15,Size/Fit Issue,10646.02
ORD011340,2025-08-29,Quality Issue,1161.9
ORD011354,2025-05-13,Late Delivery,5543.4
ORD011355,2025-11-15,Late Delivery,2143.71
ORD011356,2025-09-08,Late Delivery,4995.23
ORD011393,2025-09-21,Quality Issue,18201.69
ORD011401,2025-07-03,Changed Mind,15748.37
ORD011424,2024-09-16,Damaged Product,40165.96
ORD011465,2025-11-17,Damaged Product,338.22
ORD011490,2025-05-28,Quality Issue,64012.1
ORD011535,2025-06-20,Changed Mind,49726.77
ORD011547,2025-10-13,Wrong Product,322.82
ORD011568,2024-08-07,Wrong Product,639.26
ORD011578,2025-11-18,Size/Fit Issue,905.07
ORD011579,2024-09-21,Size/Fit Issue,31542.18
ORD011600,2025-05-13,Size/Fit Issue,6527.71
ORD011621,2025-12-17,Wrong Product,55651.31
ORD011628,2025-01-16,Size/Fit Issue,4786.61
ORD011642,2025-10-03,Damaged Product,3781.65
ORD011671,2024-11-29,Size/Fit Issue,2418.85
ORD011685,2025-05-23,Changed Mind,3770.92
ORD011711,2025-10-24,Quality Issue,3883.27
ORD011725,2025-10-01,Changed Mind,2931.76
ORD011732,2025-04-26,Wrong Product,501.85
ORD011738,2025-03-14,Size/Fit Issue,1373.61
ORD011759,2025-10-12,Quality Issue,12439.73
ORD011789,2024-03-09,Damaged Product,3453.31
ORD011792,2025-06-07,Wrong Product,11607.51
ORD011799,2025-11-04,Quality Issue,1006.52
ORD011815,2025-10-05,Quality Issue,2866.8
ORD011832,2025-10-01,Late Delivery,2068.88
ORD011839,2025-08-20,Size/Fit Issue,4065.34
ORD011843,2025-03-14,Changed Mind,13716.88
ORD011861,2025-10-31,Size/Fit Issue,16909.68
ORD011873,2025-09-11,Changed Mind,4760.29
ORD011883,2025-08-06,Damaged Product,858.03
ORD011894,2025-01-27,Changed Mind,7713.33
ORD011895,2025-11-03,Changed Mind,461.72
ORD011907,2025-04-05,Changed Mind,5557.63
ORD011941,2025-11-18,Wrong Product,6507.61
ORD011960,2025-12-14,Damaged Product,1892.74
ORD011991,2025-03-31,Damaged Product,821.73
ORD012001,2024-03-24,Damaged Product,7438.55
ORD012006,2026-01-01,Damaged Product,3802.09
ORD012070,2025-04-15,Quality Issue,22184.03
ORD012071,2025-01-30,Quality Issue,5282.61
ORD012090,2025-07-11,Late Delivery,1793.96
ORD012108,2024-08-23,Damaged Product,15731.75
ORD012118,2025-06-15,Wrong Product,24617.49
ORD012127,2024-05-30,Late Delivery,1639.91
ORD012138,2025-12-26,Size/Fit Issue,5512.23
ORD012152,2025-09-13,Size/Fit Issue,1066.29
ORD012156,2025-01-03,Wrong Product,1752.42
ORD012217,2025-09-09,Changed Mind,52031.49
ORD012218,2025-11-09,Quality Issue,55663.59
ORD012225,2025-10-16,Size/Fit Issue,5375.7
ORD012243,2025-08-28,Damaged Product,15373.78
ORD012249,2024-10-07,Wrong Product,42234.63
ORD012266,2024-05-20,Wrong Product,5978.15
ORD012269,2024-08-13,Damaged Product,9975.4
ORD012272,2025-01-19,Size/Fit Issue,1516.8
ORD012278,2025-10-29,Size/Fit Issue,18341.55
ORD012336,2025-05-06,Late Delivery,8035.96
ORD012352,2025-03-13,Damaged Product,2681.08
ORD012369,2025-11-28,Size/Fit Issue,2107.12
ORD012404,2025-09-17,Damaged Product,16891.56
ORD012411,2025-04-16,Size/Fit Issue,7401.09
ORD012426,2025-09-19,Quality Issue,16324.76
ORD012458,2025-10-11,Changed Mind,31486.8
ORD012465,2025-10-16,Changed Mind,1153.51
ORD012481,2025-04-20,Late Delivery,20951.53
ORD012496,2024-09-13,Late Delivery,388.58
ORD012533,2025-11-17,Wrong Product,50583.17
ORD012537,2025-05-14,Wrong Product,2755.52
ORD012541,2025-10-03,Changed Mind,9187.98
ORD012554,2025-06-24,Damaged Product,7534.54
ORD012561,2024-01-23,Damaged Product,797.28
ORD012609,2025-09-03,Size/Fit Issue,2178.08
ORD012632,2025-08-21,Late Delivery,715.0
ORD012639,2025-12-28,Changed Mind,681.24
ORD012640,2024-04-06,Quality Issue,12618.73
ORD012644,2024-10-04,Size/Fit Issue,4446.24
ORD012645,2025-04-22,Damaged Product,6309.88
ORD012656,2025-09-30,Damaged Product,990.77
ORD012666,2024-05-01,Quality Issue,57086.53
ORD012673,2024-05-09,Wrong Product,64815.05
ORD012685,2025-08-20,Changed Mind,2409.59
ORD012703,2024-12-26,Changed Mind,92692.74
ORD012705,2025-08-20,Size/Fit Issue,6706.12
ORD012714,2024-10-08,Damaged Product,2993.62
ORD012726,2025-06-08,Quality Issue,15116.22
ORD012760,2025-07-06,Size/Fit Issue,394.84
ORD012761,2025-02-04,Wrong Product,1651.49
ORD012762,2025-12-12,Damaged Product,26951.3
ORD012777,2025-09-17,Quality Issue,1144.49
ORD012790,2025-07-03,Damaged Product,1790.64
ORD012801,2024-05-20,Wrong Product,2336.96
ORD012819,2024-03-09,Size/Fit Issue,32058.85
ORD012821,2024-03-23,Quality Issue,2415.98
ORD012839,2025-10-14,Damaged Product,1261.6
ORD012856,2025-01-20,Wrong Product,27312.07
ORD012918,2025-11-20,Damaged Product,12300.32
ORD012937,2024-04-25,Quality Issue,9135.28
ORD012953,2025-06-10,Wrong Product,14921.2
ORD012982,2025-12-06,Changed Mind,6082.49
ORD012987,2026-01-11,Damaged Product,10648.57
ORD012992,2025-09-24,Late Delivery,6105.12
ORD012998,2024-06-03,Size/Fit Issue,4551.88
ORD013004,2025-12-21,Quality Issue,9103.52
ORD013013,2025-11-10,Late Delivery,3153.62
ORD013023,2025-01-16,Size/Fit Issue,25149.4
ORD013024,2025-05-04,Quality Issue,1214.43
ORD013043,2024-02-15,Wrong Product,2122.07
ORD013051,2025-08-14,Wrong Product,1526.47
ORD013054,2025-11-01,Size/Fit Issue,1662.78
ORD013063,2024-06-15,Size/Fit Issue,2324.49
ORD013073,2025-08-27,Changed Mind,1574.8
ORD013098,2025-12-10,Changed Mind,14175.41
ORD013109,2025-10-24,Quality Issue,11604.68
ORD013112,2024-09-01,Size/Fit Issue,1461.72
ORD013119,2024-09-29,Size/Fit Issue,24058.79
ORD013136,2024-08-09,Wrong Product,40511.11
ORD013143,2025-08-22,Size/Fit Issue,8318.36
ORD013144,2025-10-27,Quality Issue,651.73
ORD013155,2025-11-11,Quality Issue,7188.79
ORD013164,2024-07-07,Damaged Product,210975.38
ORD013171,2024-03-13,Size/Fit Issue,5075.51
ORD013187,2024-12-24,Late Delivery,3410.82
ORD013201,2025-05-19,Quality Issue,27383.64
ORD013220,2024-04-29,Quality Issue,4876.65
ORD013223,2025-08-08,Changed Mind,5884.75
ORD013236,2025-06-04,Changed Mind,5674.9
ORD013239,2025-12-03,Wrong Product,2684.78
ORD013243,2025-12-23,Quality Issue,7017.73
ORD013250,2025-10-14,Quality Issue,6354.02
ORD013263,2025-01-08,Size/Fit Issue,2595.79
ORD013284,2025-07-21,Wrong Product,1870.16
ORD013312,2025-05-06,Size/Fit Issue,4005.68
ORD013330,2025-06-07,Changed Mind,634.75
ORD013342,2025-09-04,Damaged Product,11708.36
ORD013345,2024-06-29,Changed Mind,45517.86
ORD013353,2025-12-11,Wrong Product,3238.7
ORD013355,2025-10-23,Wrong Product,16989.24
ORD013387,2024-11-10,Damaged Product,6889.12
ORD013397,2025-07-25,Changed Mind,17219.47
ORD013405,2025-07-28,Size/Fit Issue,82747.99
ORD013411,2025-08-25,Quality Issue,669.93
ORD013422,2025-10-15,Damaged Product,8852.47
ORD013429,2025-06-16,Changed Mind,111929.09
ORD013430,2025-12-05,Quality Issue,754.78
ORD013450,2025-06-09,Changed Mind,953.46
ORD013460,2025-03-13,Size/Fit Issue,4440.86
ORD013482,2025-12-25,Size/Fit Issue,6244.51
ORD013491,2025-07-29,Size/Fit Issue,18840.86
ORD013517,2025-12-20,Damaged Product,13162.73
ORD013527,2025-12-14,Wrong Product,11560.35
ORD013542,2024-10-05,Late Delivery,9419.86
ORD013561,2025-09-21,Wrong Product,34127.23
ORD013565,2025-09-18,Quality Issue,12159.75
ORD013570,2025-01-01,Wrong Product,1340.73
ORD013586,2024-04-29,Damaged Product,40378.82
ORD013632,2025-11-13,Changed Mind,3315.1
ORD013635,2025-11-13,Changed Mind,7370.5
ORD013641,2024-08-26,Damaged Product,1728.62
ORD013657,2025-12-31,Size/Fit Issue,24311.49
ORD013696,2025-05-11,Size/Fit Issue,1322.9
ORD013712,2025-12-23,Changed Mind,108981.57
ORD013722,2025-06-26,Late Delivery,1704.21
ORD013738,2025-06-30,Quality Issue,130.33
ORD013762,2025-09-02,Late Delivery,4779.3
ORD013764,2025-05-03,Size/Fit Issue,4712.98
ORD013767,2024-10-19,Quality Issue,26814.5
ORD013786,2025-06-06,Quality Issue,3981.33
ORD013796,2025-04-21,Late Delivery,14417.17
ORD013797,2025-08-08,Size/Fit Issue,8000.99
ORD013809,2025-06-02,Changed Mind,8139.51
ORD013822,2024-10-30,Quality Issue,7275.21
ORD013835,2025-04-23,Quality Issue,16201.14
ORD013856,2025-07-13,Damaged Product,3317.62
ORD013868,2025-10-21,Quality Issue,83447.83
ORD013889,2025-01-02,Changed Mind,1490.2
ORD013924,2024-10-19,Wrong Product,2672.26
ORD013925,2025-11-17,Changed Mind,6303.41
ORD013942,2025-12-20,Damaged Product,27223.26
ORD013944,2025-09-04,Wrong Product,176971.44
ORD013962,2025-10-29,Changed Mind,4129.5
ORD013976,2024-02-13,Late Delivery,2129.36
ORD014049,2025-12-27,Late Delivery,7075.23
ORD014050,2024-09-30,Wrong Product,1224.99
ORD014056,2025-09-30,Damaged Product,3790.85
ORD014092,2024-06-07,Damaged Product,9844.06
ORD014095,2025-10-28,Damaged Product,736.14
ORD014106,2025-12-09,Late Delivery,1152.69
ORD014113,2024-10-04,Late Delivery,23761.58
ORD014119,2025-07-10,Quality Issue,1443.85
ORD014157,2025-03-05,Wrong Product,1973.53
ORD014158,2025-06-21,Changed Mind,10656.27
ORD014183,2025-05-22,Changed Mind,1388.96
ORD014184,2025-08-18,Changed Mind,40436.82
ORD014190,2024-10-24,Damaged Product,7008.84
ORD014195,2025-02-22,Changed Mind,36071.2
ORD014211,2024-10-20,Damaged Product,3293.41
ORD014215,2024-08-27,Damaged Product,13146.06
ORD014231,2025-09-23,Damaged Product,5599.61
ORD014236,2024-11-29,Damaged Product,10825.2
ORD014238,2025-09-13,Quality Issue,45858.28
ORD014241,2025-12-16,Changed Mind,1714.1
ORD014257,2025-03-29,Wrong Product,530.24
ORD014292,2025-05-22,Damaged Product,5879.88
ORD014320,2025-06-28,Late Delivery,4058.7
ORD014324,2024-12-29,Damaged Product,22477.17
ORD014329,2026-01-03,Damaged Product,5391.18
ORD014338,2025-04-16,Size/Fit Issue,12912.01
ORD014383,2024-09-13,Late Delivery,5852.81
ORD014398,2024-06-08,Damaged Product,582.43
ORD014420,2025-04-11,Damaged Product,21852.74
ORD014426,2025-09-27,Damaged Product,713.91
ORD014520,2024-08-29,Damaged Product,30983.44
ORD014535,2025-11-13,Damaged Product,4505.05
ORD014550,2025-09-27,Changed Mind,7299.41
ORD014562,2024-07-19,Changed Mind,39605.6
ORD014585,2025-11-05,Quality Issue,42840.43
ORD014597,2025-05-31,Changed Mind,12946.66
ORD014613,2025-10-28,Wrong Product,8692.93
ORD014615,2025-01-29,Damaged Product,3590.9
ORD014633,2025-05-02,Changed Mind,37668.69
ORD014640,2025-09-06,Damaged Product,4114.74
ORD014642,2025-09-08,Size/Fit Issue,228.04
ORD014647,2026-01-01,Changed Mind,1975.88
ORD014649,2025-12-23,Size/Fit Issue,44928.45
ORD014693,2025-03-08,Late Delivery,3112.51
ORD014739,2024-12-07,Wrong Product,13652.38
ORD014760,2025-08-03,Changed Mind,12302.01
ORD014765,2024-06-11,Quality Issue,19002.67
ORD014798,2025-08-23,Size/Fit Issue,82925.66
ORD014820,2024-11-01,Damaged Product,25781.41
ORD014828,2025-06-24,Damaged Product,68077.33
ORD014852,2025-12-27,Changed Mind,4844.63
ORD014873,2025-04-18,Damaged Product,910.2
ORD014893,2025-06-13,Late Delivery,8712.95
ORD014944,2025-09-27,Damaged Product,57873.82
ORD014956,2025-08-22,Size/Fit Issue,11118.47
ORD014963,2025-05-29,Quality Issue,9259.52
ORD014974,2025-05-13,Damaged Product,38424.84
ORD014981,2025-11-27,Size/Fit Issue,1767.27
ORD014983,2025-11-27,Wrong Product,273008.33
ORD014991,2024-08-07,Wrong Product,4390.98
ORD015073,2025-09-20,Changed Mind,21266.32
ORD015083,2024-04-10,Wrong Product,20773.48
ORD015133,2025-03-24,Quality Issue,7497.98
ORD015145,2024-08-05,Size/Fit Issue,24280.78
ORD015186,2024-07-15,Quality Issue,10292.24
ORD015192,2025-05-09,Quality Issue,6466.67
ORD015205,2024-03-29,Damaged Product,3630.13
ORD015216,2024-12-19,Size/Fit Issue,19077.05
ORD015224,2024-11-24,Size/Fit Issue,5352.82
ORD015235,2025-06-21,Wrong Product,2005.84
ORD015256,2024-08-31,Damaged Product,22714.6
ORD015268,2025-10-13,Wrong Product,105597.12
ORD015289,2025-02-15,Size/Fit Issue,979.6
ORD015293,2025-09-07,Damaged Product,5383.37
ORD015306,2025-12-28,Size/Fit Issue,13702.9
ORD015315,2025-10-23,Changed Mind,82105.5
ORD015328,2025-08-26,Damaged Product,5239.58
ORD015352,2025-10-14,Late Delivery,18575.09
ORD015369,2025-05-11,Size/Fit Issue,1529.25
ORD015370,2025-10-22,Late Delivery,6624.92
ORD015377,2026-01-07,Size/Fit Issue,2759.69
ORD015378,2025-12-01,Changed Mind,33058.63
ORD015390,2025-10-05,Changed Mind,1107.11
ORD015413,2025-06-30,Changed Mind,21079.9
ORD015417,2025-08-13,Changed Mind,1249.23
ORD015426,2025-05-03,Damaged Product,2007.99
ORD015440,2025-07-06,Late Delivery,1687.5
ORD015452,2025-06-12,Changed Mind,910.69
ORD015454,2025-10-05,Quality Issue,9849.26
ORD015474,2025-04-06,Damaged Product,1693.57
ORD015475,2025-12-14,Late Delivery,4227.6
ORD015488,2025-07-30,Damaged Product,7314.68
ORD015493,2025-04-25,Quality Issue,1551.11
ORD015500,2024-01-23,Damaged Product,4501.65
ORD015515,2025-03-13,Damaged Product,31972.34
ORD015611,2024-10-27,Damaged Product,150443.79
ORD015629,2024-10-14,Damaged Product,13669.02
ORD015632,2024-12-15,Damaged Product,3478.96
ORD015638,2025-10-11,Damaged Product,1481.82
ORD015640,2025-08-27,Damaged Product,3386.14
ORD015676,2025-01-11,Quality Issue,53519.85
ORD015694,2024-12-11,Quality Issue,5639.16
ORD015714,2025-03-08,Damaged Product,1944.11
ORD015717,2025-10-20,Damaged Product,3037.46
